장소유형,담당부서,장소명,읍면동 구분,소재지도로명주소,소재지지번주소,연락처,홈페이지,위도,경도,데이터기준일자,비고
무인민원발급기,행복민원과,이마트 여주점,여흥동,경기도 여주시 세종로 151,경기도 여주시 홍문동 401,031-887-2135,,37.28452839,127.6355567,2025-12-16,
무인민원발급기,행복민원과,점동면행정복지센터,점동면,경기도 여주시 점동면 청안2길 20,경기도 여주시 점동면 청안리 660-1,031-887-3822,,37.20464852,127.6574064,2025-12-16,
무인민원발급기,행복민원과,중앙동행정복지센터,중앙동,경기도 여주시 여흥로11번길 26,경기도 여주시 하동 134-11,031-887-3448,,37.29860954,127.629088,2025-12-16,
무인민원발급기,행복민원과,차량등록사무소,여흥동,경기도 여주시 청심로 190,경기도 여주시 상동 276,031-887-2135,,37.29624128,127.6406397,2025-12-16,
무인민원발급기,행복민원과,흥천면행정복지센터,흥천면,경기도 여주시 흥천면 효자로 154,경기도 여주시 흥천면 효지리 376-6,031-887-3882,,37.33304464,127.5415086,2025-12-16,
문화재,문화예술과,강한사,중앙동,경기도 여주시 청심로 113,경기도 여주시 하동 394-16,031-887-3563,,37.29953523,127.6333154,2025-12-16,도지정
문화재,문화예술과,구곡사 석불입상,중앙동,경기도 여주시 웅골로 161-63,경기도 여주시 가업동 155-24,031-887-3563,,37.2610988,127.6223511,2025-12-16,시지정
문화재,문화예술과,구암 한백겸묘 및 신도비,강천면,경기도 여주시 강천면 가마섬길 43,경기도 여주시 강천면 부평리 산 1,031-887-3563,,37.26396577,127.754368,2025-12-16,도지정
문화재,문화예술과,기천서원지,금사면,경기도 여주시 금사면 뒷머리길 11,경기도 여주시 금사면 이포리 259-3,031-887-3563,,37.39248383,127.5294696,2025-12-16,도지정
문화재,문화예술과,길수익 효자비,세종대왕면,경기도 여주시 세종대왕면 왕터1길 50-2,경기도 여주시 세종대왕면 왕대리 200-1,031-887-3563,,37.32272812,127.6022876,2025-12-16,시지정
문화재,문화예술과,단종 어수정,대신면,,경기도 여주시 대신면 상구리 92-1,031-887-3563,,37.38663167,127.6445377,2025-12-16,시지정
문화재,문화예술과,대로사비,중앙동,경기도 여주시 청심로 113,경기도 여주시 하동 394-16,031-887-3563,,37.29953523,127.6333154,2025-12-16,도지정
문화재,문화예술과,대방광불화엄경 정원본 권24 ,강천면,경기도 여주시 강천면 이문안길 21,경기도 여주시 강천면 이호리 414-2,031-887-3563,,37.28855027,127.6881229,2025-12-16,국가지정
문화재,문화예술과,마암,여흥동,경기도 여주시 주내로 13,경기도 여주시 상동 132,031-887-3563,,37.29441991,127.6476579,2025-12-16,시지정
문화재,문화예술과,매산서원,세종대왕면,경기도 여주시 세종대왕면 능서로 94-8,경기도 여주시 세종대왕면 번도리 321-4,031-887-3563,,37.30636145,127.5767072,2025-12-16,시지정
문화재,문화예술과,명성황후 생가 ,여흥동,경기도 여주시 명성로 71,경기도 여주시 능현동 264,031-887-3563,,37.25967518,127.6554281,2025-12-16,도지정
문화재,문화예술과,명성황후 탄강구리비,여흥동,경기도 여주시 명성로 71,경기도 여주시 능현동 264,031-887-3563,,37.25967518,127.6554281,2025-12-16,도지정
문화재,문화예술과,목조각장 박찬수,강천면,경기도 여주시 강천면 이문안길 21,경기도 여주시 강천면 이호리 414-2,031-887-3563,,37.28855027,127.6881229,2025-12-16,국가지정
문화재,문화예술과,묘법연화경 권1 ,강천면,경기도 여주시 강천면 이문안길 21,경기도 여주시 강천면 이호리 414-2,031-887-3563,,37.28855027,127.6881229,2025-12-16,국가지정
문화재,문화예술과,민유중 선생묘,여흥동,,경기도 여주시 능현동 산 26-23,031-887-3563,,37.26057078,127.6546854,2025-12-16,시지정
문화재,문화예술과,민정중 선생묘,여흥동,,경기도 여주시 상거동 산 21-8,031-887-3563,,37.24014186,127.6353943,2025-12-16,시지정
문화재,문화예술과,민진장 묘역,점동면,,경기도 여주시 점동면 부구리 산 8-4,031-887-3563,,37.19490074,127.6710268,2025-12-16,도지정
문화재,문화예술과,민진후 선생묘,가남읍,,경기도 여주시 가남읍 안금리 120-6,031-887-3563,,37.22791197,127.6074541,2025-12-16,시지정
문화재,문화예술과,박준원 신도비,중앙동,,경기도 여주시 가업동 산 7-48,031-887-3563,,37.278178,127.617343,2025-12-16,시지정
문화재,문화예술과,백로·왜가리 번식지,북내면,,경기도 여주시 북내면 신접리 285,031-887-3563,,37.32555776,127.6869191,2025-12-16,국가지정
문화재,문화예술과,법집별행록절요 병입사기,여흥동,경기도 여주시 신단2길 132,경기도 여주시 단현동 258,031-887-3563,,37.26480146,127.6705239,2025-12-16,도지정
문화재,문화예술과,사기장 한상구,오학동,경기도 여주시 오금1길 38,경기도 여주시 오금동 188-3,031-887-3563,,37.33616049,127.6494044,2025-12-16,도지정
문화재,문화예술과,상주의용소방대 소방차,대신면,경기도 여주시 대신면 대신1로 244,경기도 여주시 대신면 옥촌리 979-4,031-887-3563,,37.39388335,127.608072,2025-12-16,국가등록
문화재,문화예술과,서희 장군묘,산북면,,경기도 여주시 산북면 후리 산 53-1,031-887-3563,,37.399059,127.452769,2025-12-16,도지정
문화재,문화예술과,송암 이충원 영정,산북면,경기도 여주시 산북면 백자2길 7-4,경기도 여주시 산북면 백자리 243,031-887-3563,,37.41931656,127.454539,2025-12-16,도지정
문화재,문화예술과,송준길 등 서첩,여흥동,경기도 여주시 신단2길 132,경기도 여주시 단현동 258,031-887-3563,,37.26480146,127.6705239,2025-12-16,도지정
문화재,문화예술과,신륵사 극락보전,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,도지정
문화재,문화예술과,신접리 고인돌,오학동,,경기도 여주시 천송동 297-20,031-887-3563,,37.29838144,127.656645,2025-12-16,시지정
문화재,문화예술과,신진 퍼블리카,대신면,경기도 여주시 대신면 대신1로 244,경기도 여주시 대신면 옥촌리 979-4,031-887-3563,,37.39388335,127.608072,2025-12-16,국가등록
문화재,문화예술과,여산송씨 족보,가남읍,경기도 여주시 가남읍 경충대로 1028,경기도 여주시 가남읍 심석리 69-6,031-887-3563,,37.18685038,127.5693698,2025-12-16,도지정
문화재,문화예술과,여주 경수연도,강천면,경기도 여주시 강천면 운무실길 21,경기도 여주시 강천면 부평리 186-1,031-887-3563,,37.28612054,127.7371553,2025-12-16,도지정
문화재,문화예술과,여주 계신리 마애여래입상,흥천면,,경기도 여주시 흥천면 계신리 559,031-887-3563,,37.37838252,127.5429257,2025-12-16,도지정
문화재,문화예술과,여주 고달사지,북내면,,경기도 여주시 북내면 상교리 411-1,031-887-3563,,37.39377521,127.6525112,2025-12-16,국가지정
문화재,문화예술과,여주 고달사지 석조,북내면,,경기도 여주시 북내면 상교리 411-1,031-887-3563,,37.39377521,127.6525112,2025-12-16,도지정
문화재,문화예술과,여주 고달사지 석조대좌,북내면,,경기도 여주시 북내면 상교리 420-5,031-887-3563,,37.3929091,127.6543152,2025-12-16,국가지정
문화재,문화예술과,여주 고달사지 승탑,북내면,,경기도 여주시 북내면 상교리 411-1,031-887-3563,,37.39377521,127.6525112,2025-12-16,국가지정
문화재,문화예술과,여주 고달사지 원종대사탑,북내면,,경기도 여주시 북내면 상교리 412-1,031-887-3563,,37.39462831,127.6522468,2025-12-16,국가지정
문화재,문화예술과,여주 고달사지 원종대사탑비,북내면,,경기도 여주시 북내면 상교리 419-3,031-887-3563,,37.39272016,127.6540351,2025-12-16,국가지정
문화재,문화예술과,여주 도곡리 석불좌상,금사면,,경기도 여주시 금사면 도곡리 산 7,031-887-3563,,37.3859283,127.5119581,2025-12-16,도지정
문화재,문화예술과,여주 매룡리고분군,여흥동,경기도 여주시 주내로 98-102,경기도 여주시 매룡동 산 1-1,031-887-3563,,37.28827179,127.6551549,2025-12-16,도지정
문화재,문화예술과,여주 보통리 고택,대신면,경기도 여주시 대신면 보통1길 98,경기도 여주시 대신면 보통리 190-2,031-887-3563,,37.37505421,127.5725299,2025-12-16,국가지정
문화재,문화예술과,여주 보통리 해시계,대신면,경기도 여주시 대신면 보통1길 98,경기도 여주시 대신면 보통리 190-2,031-887-3563,,37.37505421,127.5725299,2025-12-16,도지정
문화재,문화예술과,여주 상교리 고려석실묘,북내면,,경기도 여주시 북내면 상교리 412-1,031-887-3563,,37.3946714,127.6520991,2025-12-16,도지정
문화재,문화예술과,여주 석우리 선돌,북내면,,경기도 여주시 북내면 석우리 253,031-887-3563,,37.38208609,127.682478,2025-12-16,도지정
문화재,문화예술과,여주 신륵사 건륭삼십팔년명 동종,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,도지정
문화재,문화예술과,여주 신륵사 극락보전 삼장보살도 ,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,도지정
문화재,문화예술과,여주 신륵사 다층석탑,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사 다층전탑,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사 대장각기비,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사 목조아미타여래삼존상,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사 보제존자석종,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사 보제존자석종 앞 석등,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사 보제존자석종비,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사 삼층석탑,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,도지정
문화재,문화예술과,여주 신륵사 삼화상진영,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,도지정
문화재,문화예술과,여주 신륵사 원구형석조부도,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,도지정
문화재,문화예술과,여주 신륵사 조사당 ,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,국가지정
문화재,문화예술과,여주 신륵사팔각원당형석조부도,오학동,경기도 여주시 신륵사길 73,경기도 여주시 천송동 298-25,031-887-3563,,37.2974162,127.6599501,2025-12-16,도지정
문화재,문화예술과,여주 영릉(英陵)과 영릉(寧陵),세종대왕면,경기도 여주시 세종대왕면 새능길 14,경기도 여주시 세종대왕면 왕대리 901-1,031-887-3563,,37.31202334,127.6137799,2025-12-16,국가지정
문화재,문화예술과,여주 이포리 옹기가마,금사면,경기도 여주시 금사면 이여로 1213-12,경기도 여주시 금사면 궁리 산 2,031-887-3563,,37.38632446,127.5268379,2025-12-16,도지정
문화재,문화예술과,여주 장흥리 변씨고택,금사면,경기도 여주시 금사면 장흥로 339,경기도 여주시 금사면 장흥리 62,031-887-3563,,37.39164112,127.4886998,2025-12-16,도지정
문화재,문화예술과,여주 창리 삼층석탑,여흥동,경기도 여주시 주내로 13,경기도 여주시 상동 132,031-887-3563,,37.29441991,127.6476579,2025-12-16,국가지정
문화재,문화예술과,여주 처리 선돌,점동면,,경기도 여주시 점동면 처리 산 88-6,031-887-3563,,37.22244947,127.6648888,2025-12-16,도지정
문화재,문화예술과,여주 파사성,대신면,,경기도 여주시 대신면 천서리 산 9,031-887-3563,,37.41040323,127.5488199,2025-12-16,국가지정
문화재,문화예술과,여주 하리 삼층석탑,여흥동,경기도 여주시 주내로 13,경기도 여주시 상동 132,031-887-3563,,37.29441991,127.6476579,2025-12-16,국가지정
문화재,문화예술과,여주 해평윤씨동강공파종택,점동면,경기도 여주시 점동면 모래실2길 7,경기도 여주시 점동면 사곡리 179-3,031-887-3563,,37.20286583,127.6872353,2025-12-16,도지정
문화재,문화예술과,여주 효종 영릉재실,세종대왕면,경기도 여주시 세종대왕면 새능길 14,경기도 여주시 세종대왕면 왕대리 901-1,031-887-3563,,37.31202334,127.6137799,2025-12-16,국가지정
문화재,문화예술과,여주 효종대왕릉(영릉) 회양목,세종대왕면,경기도 여주시 세종대왕면 영릉로 327,경기도 여주시 세종대왕면 왕대리 907-4,031-887-3563,,37.3112712,127.6100097,2025-12-16,국가지정
문화재,문화예술과,여주 흔암리 선사유적,점동면,,경기도 여주시 점동면 흔암리 134-21,031-887-3563,,37.241131,127.6799339,2025-12-16,도지정
문화재,문화예술과,여주향교,중앙동,경기도 여주시 향교1길 28,경기도 여주시 교동 261-1,031-887-3563,,37.28934656,127.6281575,2025-12-16,도지정
문화재,문화예술과,영월루,여흥동,경기도 여주시 주내로 13,경기도 여주시 상동 132,031-887-3563,,37.29441991,127.6476579,2025-12-16,도지정
문화재,문화예술과,예념미타도량참법 권6～10,강천면,경기도 여주시 강천면 이문안길 21,경기도 여주시 강천면 이호리 414-2,031-887-3563,,37.28855027,127.6881229,2025-12-16,국가지정
문화재,문화예술과,옹기장 ,금사면,경기도 여주시 금사면 이여로 1213-12,경기도 여주시 금사면 궁리 산 2,031-887-3563,,37.38632446,127.5268379,2025-12-16,도지정
문화재,문화예술과,옹기장 김일만,금사면,경기도 여주시 금사면 이여로 1213-12,경기도 여주시 금사면 궁리 산 2,031-887-3563,,37.38632446,127.5268379,2025-12-16,국가지정
문화재,문화예술과,완양부원군 이충원 묘,산북면,,경기도 여주시 산북면 백자리 147-1,031-887-3563,,37.4167997,127.4551792,2025-12-16,시지정
문화재,문화예술과,원유남 선생묘,북내면,경기도 여주시 북내면 여강로 608,경기도 여주시 북내면 장암리 348-1,031-887-3563,,37.35018693,127.6845324,2025-12-16,시지정
문화재,문화예술과,원호·원두표 묘역,북내면,경기도 여주시 북내면 신라그린길 84,경기도 여주시 북내면 장암리 산 1-1,031-887-3563,,37.35810073,127.6918961,2025-12-16,도지정
문화재,문화예술과,윤승길 초상 및 함 일괄,오학동,경기도 여주시 신륵사길 6-12,경기도 여주시 천송동 588-6,031-887-3563,,37.29965313,127.6533791,2025-12-16,도지정
문화재,문화예술과,의병장 이인영 생가,북내면,경기도 여주시 북내면 상교1길 119-16,경기도 여주시 북내면 상교리 37-6,031-887-3563,,37.3832621,127.6672362,2025-12-16,시지정
문화재,문화예술과,이계전 묘,점동면,경기도 여주시 점동면 가래울길 9-6,경기도 여주시 점동면 사곡리 산 18-1,031-887-3563,,37.20640096,127.673838,2025-12-16,시지정
문화재,문화예술과,이완 장군묘,여흥동,,경기도 여주시 상거동 산 19-18,031-887-3563,,37.24134623,127.6290626,2025-12-16,도지정
문화재,문화예술과,인재 홍진 영정,대신면,경기도 여주시 대신면 계림동길 6-19,경기도 여주시 대신면 계림리 318-2,031-887-3563,,37.40797666,127.5927583,2025-12-16,도지정
문화재,문화예술과,임원준 선생묘,여흥동,,경기도 여주시 능현동 산 25-5,031-887-3563,,37.26296702,127.6570582,2025-12-16,시지정
문화재,문화예술과,임은 이민곤 영정,흥천면,경기도 여주시 흥천면 임은길 37,경기도 여주시 흥천면 복대리 363,031-887-3563,,37.36261739,127.5263734,2025-12-16,도지정
문화재,문화예술과,입암,세종대왕면,경기도 여주시 세종대왕면 영릉로 314,경기도 여주시 세종대왕면 왕대리 922-17,031-887-3563,,37.30913202,127.6160569,2025-12-16,시지정
문화재,문화예술과,정대년 신도비,점동면,경기도 여주시 점동면 장여로 561,경기도 여주시 점동면 원부리 205-3,031-887-3563,,37.16500312,127.6377178,2025-12-16,도지정
문화재,문화예술과,제간공 권규묘역,점동면,,경기도 여주시 점동면 덕평리 산 9-1,031-887-3563,,37.18345385,127.6497029,2025-12-16,도지정
문화재,문화예술과,주어사지,산북면,,경기도 여주시 산북면 주어리 산 106,031-887-3563,,37.4159658,127.4042821,2025-12-16,시지정
문화재,문화예술과,죽서 원몽린 묘역,대신면,,경기도 여주시 대신면 상구리 산 11-110,031-887-3563,,37.37959777,127.6440162,2025-12-16,도지정
문화재,문화예술과,충희공 이인손 묘,세종대왕면,경기도 여주시 세종대왕면 능서공원길 156-26,경기도 여주시 세종대왕면 신지리 237-1,031-887-3563,,37.29414783,127.583814,2025-12-16,시지정
문화재,문화예술과,포초골 미륵좌불,금사면,경기도 여주시 금사면 발림길 89-47,경기도 여주시 금사면 외평리 453,031-887-3563,,37.390815,127.5116375,2025-12-16,도지정
문화재,문화예술과,해월 최시형선생묘,금사면,경기도 여주시 금사면 안산길 236-47,경기도 여주시 금사면 주록리 산 138,031-887-3563,,37.36263688,127.4513053,2025-12-16,도지정
문화재,문화예술과,현대자동차 포니1,대신면,경기도 여주시 대신면 대신1로 244,경기도 여주시 대신면 옥촌리 979-4,031-887-3563,,37.39388335,127.608072,2025-12-16,국가등록
문화재,문화예술과,홍영식 선생묘,흥천면,,경기도 여주시 흥천면 문장리 산 82,031-887-3563,,37.36218889,127.5019117,2025-12-16,시지정
민박,농업정책과,MOON river,강천면,경기도 여주시 강천면 신대촌길 7-81,경기도 여주시 강천면 적금리 583-7,,,37.25155746,127.6887616,2025-12-16,
민박,농업정책과,가나다 게스트 하우스,강천면,경기도 여주시 강천면 강문로 374,경기도 여주시 강천면 이호리 124-6,0507-1414-3677,,37.28433794,127.6958693,2025-12-16,
민박,농업정책과,가든. 자연 담다,흥천면,경기도 여주시 금사면 금사로 475-11,경기도 여주시 흥천면 외사리 334-10,,,37.3477517,127.4927519,2025-12-16,
민박,농업정책과,계곡민박,산북면,경기도 여주시 산북면 주어1길 35-60,경기도 여주시 산북면 주어리 525-5,031-885-9996,,37.41560192,127.424246,2025-12-16,
민박,농업정책과,고래산민박,북내면,경기도 여주시 북내면 상교3길 147,경기도 여주시 북내면 상교리 384-12,0507-1426-8373,,37.4031357,127.6543032,2025-12-16,
민박,농업정책과,그리고 휴식,산북면,경기도 여주시 산북면 주어1길 24,경기도 여주시 산북면 주어리 472-3,,,37.41252543,127.4289097,2025-12-16,
민박,농업정책과,그린펜션,금사면,경기도 여주시 금사면 아랫가마실길 89,경기도 여주시 금사면 도곡리 24-1,031-884-1862,http://www.yjgreen.kr/,37.38399164,127.5118001,2025-12-16,
민박,농업정책과,금모래,여흥동,경기도 여주시 강변유원지길 119,경기도 여주시 연양동 310-7,0507-1348-9350,,37.29232302,127.6687902,2025-12-16,
민박,농업정책과,까망,금사면,경기도 여주시 금사면 안산길 89,경기도 여주시 금사면 주록리 152-4,,,37.36765499,127.4698681,2025-12-16,
민박,농업정책과,남한강변 힐링농원,점동면,경기도 여주시 점동면 삼합리길 316,경기도 여주시 점동면 삼합리 31,,,37.21598585,127.7433212,2025-12-16,
민박,농업정책과,노루목민박,금사면,경기도 여주시 금사면 장흥로 11,경기도 여주시 금사면 주록리 36-4,0507-1323-8203,,37.37610603,127.4736989,2025-12-16,
민박,농업정책과,노루목향기,금사면,경기도 여주시 금사면 노루목길 44,경기도 여주시 금사면 주록리 84-6,,,37.38179694,127.4640166,2025-12-16,
민박,농업정책과,느티나무민박,금사면,경기도 여주시 금사면 외평2길 19,경기도 여주시 금사면 외평리 197-8,031-882-9996,,37.41319649,127.5299816,2025-12-16,
민박,농업정책과,느티나무집,대신면,경기도 여주시 대신면 당남1길 97,경기도 여주시 대신면 당남리 12-4,,,37.39325844,127.565565,2025-12-16,
민박,농업정책과,늘도 민박(펜션),금사면,경기도 여주시 금사면 금사로 468,경기도 여주시 금사면 전북리 49,0507-1314-5226,,37.43078543,127.5203828,2025-12-16,
민박,농업정책과,다리원,북내면,경기도 여주시 북내면 운촌2길 110-14,경기도 여주시 북내면 운촌리 241-5,,,37.32052813,127.7174196,2025-12-16,
민박,농업정책과,달빛 정원,여흥동,경기도 여주시 신단1길 33-36,경기도 여주시 신진동 25-8,0570-1324-1976,,37.27992857,127.6758633,2025-12-16,
민박,농업정책과,대산계곡유원지펜션,금사면,경기도 여주시 금사면 안산길 135,경기도 여주시 금사면 주록리 171,031-883-7356,,37.36523408,127.4656215,2025-12-16,
민박,농업정책과,락페인팅 하우스,세종대왕면,경기도 여주시 세종대왕면 마래1길 20-8,경기도 여주시 세종대왕면 마래리 433-1,,,37.26399404,127.5581452,2025-12-16,
민박,농업정책과,로담,금사면,경기도 여주시 금사면 금사로 489,경기도 여주시 금사면 전북리 26-12,0507-1401-6594,http://rodam.kr/,37.43151982,127.5179533,2025-12-16,
민박,농업정책과,루돌프황토민박,금사면,경기도 여주시 금사면 금품2로 483,경기도 여주시 금사면 주록리 44-4,0507-1493-6005,https://ldf.modoo.at,37.37621376,127.4728512,2025-12-16,
민박,농업정책과,매실향기,금사면,경기도 여주시 금사면 아랫가마실길 134,경기도 여주시 금사면 도곡리 14,,,37.38655166,127.5084022,2025-12-16,
민박,농업정책과,미드미,금사면,경기도 여주시 금사면 금품2로 761-30,경기도 여주시 금사면 도곡리 513-1,,http://www.midmipension.com/,37.38269817,127.4949434,2025-12-16,
민박,농업정책과,별장 아르꼬,산북면,경기도 여주시 산북면 주어로 206-2,경기도 여주시 산북면 주어리 370-7,,,37.41649778,127.4271286,2025-12-16,
민박,농업정책과,별장 하몽,산북면,경기도 여주시 산북면 주어로 206-4,경기도 여주시 산북면 주어리 371,,http://page.yapen.co.kr/27291,37.41663641,127.4271867,2025-12-16,
민박,농업정책과,브릭빌리지,점동면,경기도 여주시 점동면 장여로 987-11,경기도 여주시 점동면 덕평리 29-1,,https://brick00.modoo.at/,37.18648254,127.6590288,2025-12-16,
민박,농업정책과,사랑별키즈풀,가남읍,경기도 여주시 가남읍 심석1길 59-7,경기도 여주시 가남읍 심석리 236-4,0507-1460-1381,https://lovestarkids.co.kr,37.20369668,127.5597296,2025-12-16,
민박,농업정책과,산새랑 게스트하우스,강천면,경기도 여주시 강천면 강문로 652-2,경기도 여주시 강천면 간매리 486-1,0507-1313-2117,,37.2667507,127.7144761,2025-12-16,
민박,농업정책과,소풍,금사면,경기도 여주시 금사면 금사로 475-11,경기도 여주시 금사면 전북리 36-1,0507-1448-1026,https://sopoong1020.modoo.at,37.43035307,127.5192196,2025-12-16,
민박,농업정책과,숲속민박,금사면,경기도 여주시 금사면 금품2로 870-102,경기도 여주시 금사면 도곡리 134,031-881-5778,,37.37003339,127.5032712,2025-12-16,
민박,농업정책과,숲속풍경,금사면,경기도 여주시 금사면 아랫가마실길 89-1,경기도 여주시 금사면 도곡리 24-2,031-883-4667,http://www.supsok.kr/,37.38405351,127.5112654,2025-12-16,
민박,농업정책과,숲을 그리다,북내면,경기도 여주시 북내면 상교3길 56-37,경기도 여주시 북내면 상교리 산 24-2,0507-1324-5919,https://forestsketch.modoo.at/,37.40047703,127.6592155,2025-12-16,
민박,농업정책과,스테이 카마,강천면,경기도 여주시 강천면 닷둔리길 66-3,경기도 여주시 강천면 강천리 122-14,0507-1320-4906,,37.23682282,127.7326668,2025-12-16,
민박,농업정책과,아르보르펜션,금사면,경기도 여주시 금사면 금사로 475-41,경기도 여주시 금사면 전북리 78-4,0507-1498-1193,,37.4282228,127.5165859,2025-12-16,
민박,농업정책과,아이프스테이,강천면,경기도 여주시 강천면 원심동2길 67,경기도 여주시 강천면 도전리 435,,,37.35334685,127.7477695,2025-12-16,
민박,농업정책과,약수터민박,금사면,경기도 여주시 금사면 금품2로 690,경기도 여주시 금사면 도곡리 528-7,,,37.38044125,127.4895238,2025-12-16,
민박,농업정책과,여유당,강천면,경기도 여주시 강천면 원양1로 822,경기도 여주시 강천면 도전리 655-1,,,37.34520127,127.7490241,2025-12-16,
민박,농업정책과,여유재,흥천면,경기도 여주시 흥천면 마차실길 35,경기도 여주시 흥천면 문장리 396-3,0507-1469-2066,,37.3658831,127.5041059,2025-12-16,
민박,농업정책과,여주보 펜션,대신면,경기도 여주시 대신면 천남1길 65-17,경기도 여주시 대신면 천남리 570-11,031-884-8725,,37.3274695,127.6166954,2025-12-16,
민박,농업정책과,여주쉼표,북내면,경기도 여주시 북내면 여양2로 917,경기도 여주시 북내면 내룡리 41-2,,,37.38145336,127.6748514,2025-12-16,
민박,농업정책과,여주연잎사랑펜션,오학동,경기도 여주시 신륵1길 51,경기도 여주시 천송동 342-15,0507-1360-1109,http://page.yapen.co.kr/45864,37.30490473,127.656636,2025-12-16,
민박,농업정책과,여주하늘정원,금사면,경기도 여주시 금사면 금품2로 870-98,경기도 여주시 금사면 도곡리 132,031-884-7668,,37.37021393,127.5041865,2025-12-16,
민박,농업정책과,연못이 있는 집,세종대왕면,경기도 여주시 세종대왕면 새능길 15,경기도 여주시 세종대왕면 왕대리 912-1,,,37.3118696,127.6128103,2025-12-16,
민박,농업정책과,올에이,강천면,경기도 여주시 강천면 가정긴골길 128-6,경기도 여주시 강천면 걸은리 355,,http://www.all-apv.co.kr/,37.30045973,127.6960206,2025-12-16,
민박,농업정책과,올에이그린,강천면,경기도 여주시 강천면 가정긴골길 128-8,경기도 여주시 강천면 걸은리 355-2,,,37.3002868,127.6960041,2025-12-16,
민박,농업정책과,올에이블루,강천면,경기도 여주시 강천면 가정긴골길 128-10,경기도 여주시 강천면 걸은리 355-6,,,37.3006049,127.6963531,2025-12-16,
민박,농업정책과,용담리70번지,산북면,경기도 여주시 산북면 광여로 1594-134,경기도 여주시 산북면 용담리 71,0507-1390-1077,,37.42789204,127.48287,2025-12-16,
민박,농업정책과,용담한옥,산북면,경기도 여주시 산북면 광여로 1540-81,경기도 여주시 산북면 용담리 276-14,,http://airbnb.com/h/yongdamhanok,37.41775589,127.4672792,2025-12-16,
민박,농업정책과,우두산민박,북내면,경기도 여주시 북내면 상교3길 147,경기도 여주시 북내면 상교리 384-12,,,37.4031357,127.6543032,2025-12-16,
민박,농업정책과,유니크펜션,금사면,경기도 여주시 금사면 금품2로 870-104,경기도 여주시 금사면 도곡리 130-1,,http://unique.pensionweb.kr/,37.36953588,127.5049986,2025-12-16,
민박,농업정책과,윤씨네별장,점동면,경기도 여주시 점동면 장여로 987-5,경기도 여주시 점동면 덕평리 29,,http://yoonscozy.com/,37.18653429,127.6593789,2025-12-16,
민박,농업정책과,이포보 강변,대신면,경기도 여주시 대신면 양촌로 196-24,경기도 여주시 대신면 양촌리 203-2,,http://이포보강변.com,37.37034477,127.5561814,2025-12-16,
민박,농업정책과,장봉뜰,대신면,경기도 여주시 대신면 장봉길 33,경기도 여주시 대신면 장풍리 132-8,,,37.38798504,127.6257801,2025-12-16,
민박,농업정책과,주록계곡민박,금사면,경기도 여주시 금사면 안산길 67,경기도 여주시 금사면 주록리 산 129-1,031-883-7356,,37.36937435,127.4713755,2025-12-16,
민박,농업정책과,주제하우스,북내면,경기도 여주시 북내면 행골길 5,경기도 여주시 북내면 장암리 228-13,0507-1354-7274,,37.334911,127.687062,2025-12-16,
민박,농업정책과,즐거운체험 팜스퀘어,금사면,경기도 여주시 금사면 금품1로 340,경기도 여주시 금사면 상호리 88,,,37.40481378,127.4718341,2025-12-16,
민박,농업정책과,청조원,대신면,경기도 여주시 대신면 현남길 111,경기도 여주시 대신면 천남리 625-8,031-881-4840,http://www.bluebirdpark.com,37.32367666,127.6183702,2025-12-16,
