시도,시군구,보건기관명,상위기관명,기관유형,대표 전화번호,주소,홈페이지 주소,정규화시군,후보해석상태
경기도,연천군,군남보건지소,연천군보건의료원,일반보건지소,031-833-8205,경기도 연천군 군남면 군남로 417 (군남면사무소) 군남보건지소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,신서보건지소,연천군보건의료원,일반보건지소,031-834-8032,경기도 연천군 신서면 도대로3번길 63 (신서보건지소) 신서보건지소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,연천보건지소,연천군보건의료원,일반보건지소,031-834-2013,경기도 연천군 연천읍 신망로15번길 30 (연천보건지소) 연천보건지소,,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,왕산보건지소,연천군보건의료원,일반보건지소,031-833-7179,"경기도 연천군 왕징면 왕산로 44, 라동 (왕징면사무소, 주민자치센터, 보건진료소) 왕산보건지소",,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,장남보건지소,연천군보건의료원,일반보건지소,031-835-5502,"경기도 연천군 장남면 장백로 244, 제2호 장남면 보건지소 (장남면사무소, 보건지소, 주민자치센터) 장남보건지소",,연천군,requires_planning_review_existing_public_health_facility
경기도,연천군,청산보건지소,연천군보건의료원,일반보건지소,031-835-3465,경기도 연천군 청산면 아우라지길 22 (청산보건지소) 청산보건지소,,연천군,requires_planning_review_existing_public_health_facility
경기도,가평군,북면보건지소,가평군보건소,일반보건지소,031-580-4293,"경기도 가평군 북면 화악산로 23, 1층 보건소, 2층 다가구주택 (북면 보건소) 1층 북면 보건지소",,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,상면보건지소,가평군보건소,일반보건지소,031-585-2046,"경기도 가평군 상면 청군로 1099, F동 (상면보건지소) 상면보건지소",,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,설악보건지소,가평군보건소,일반보건지소,031-580-4142,"경기도 가평군 설악면 한서로 6, 7동 (설악면보건지소) 설악면 보건지소",,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,청평보건지소,가평군보건소,일반보건지소,031-580-4142,"경기도 가평군 청평면 은고개로 21, 청평면보건지소 (청평면보건지소) 청평면 보건지소",,가평군,requires_planning_review_existing_public_health_facility
경기도,가평군,조종면보건지소,가평군보건소,일반보건지소,031-580-4240,"경기도 가평군 조종면 조종내길 75, F동 (조종면 보건소) 조종면 보건지소",,가평군,requires_planning_review_existing_public_health_facility
경기도,양평군,단월보건지소,양평군보건소,일반보건지소,031-770-3554,"경기도 양평군 단월면 보룡길 53-4, 단월보건지소 (단월보건지소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,서종보건지소,양평군보건소,일반보건지소,031-770-3553,"경기도 양평군 서종면 북한강로 777, 서종보건소 (서종면사무소, 서종보건소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,양동보건지소,양평군보건소,일반보건지소,031-770-3556,경기도 양평군 양동면 학둔지아래길 22 (양동면 보건지소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,강하보건지소,양평군보건소,일반보건지소,031-770-3551,"경기도 양평군 강하면 운심길 44, 강하보건지소 (강하보건지소, 운심1리마을회관) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,개군보건지소,양평군보건소,일반보건지소,031-770-3559,경기도 양평군 개군면 하자포길33번길 6 (개군보건지소) .,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,국수보건지소,양평군보건소,일반보건지소,031-770-3552,경기도 양평군 양서면 복개길5번길 21 (양서면국수출장소) 국수보건지소,,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,지평보건지소,양평군보건소,일반보건지소,031-770-3557,"경기도 양평군 지평면 지평의병로116번길 7-1, 지평보건지소 (지평보건지소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,청운보건지소,양평군보건소,일반보건지소,031-770-3555,"경기도 양평군 청운면 용두로164번길 7, 청운보건지소 (청운보건지소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,양평군,옥천보건지소,양평군보건소,일반보건지소,031-770-3560,"경기도 양평군 옥천면 옥천체육공원길 34, 옥천보건지소 (옥천보건지소) .",,양평군,requires_planning_review_existing_public_health_facility
경기도,경기도,중부(시흥시)건강생활지원센터,경기도 시흥시보건소,건강생활지원센터,031-310-0722,경기도 시흥시 목감우회로 23,,시흥시,requires_planning_review_existing_public_health_facility
경기도,고양시 덕양구,고양건강생활지원센터,경기도 고양시 덕양구보건소,건강생활지원센터,031-8075-4825,"경기도 고양시 덕양구 혜음로 19-11, 고양동종합복지회관 3층",,고양시,requires_planning_review_existing_public_health_facility
경기도,고양시 덕양구,덕양건강생활지원센터,경기도 고양시 덕양구보건소,건강생활지원센터,031-8075-4823,"경기도 고양시 덕양구 은빛로 72, 내일꿈제작소 B동 2층",,고양시,requires_planning_review_existing_public_health_facility
경기도,과천시,과천시건강생활지원센터,경기도 과천시보건소,건강생활지원센터,02-2150-3671,"경기도 과천시 과천대로7가길 20, 프리즘스퀘어1 B동 지하1층",,과천시,requires_planning_review_existing_public_health_facility
경기도,광명시,광명건강생활지원센터,경기도 광명시보건소,건강생활지원센터,02-2680-2798,"경기도 광명시 오리로 1018, 3층",,광명시,requires_planning_review_existing_public_health_facility
경기도,광명시,소하건강생활지원센터,경기도 광명시보건소,건강생활지원센터,02-2680-7990,"경기도 광명시 소하로 196, 2층",,광명시,requires_planning_review_existing_public_health_facility
경기도,광명시,철산건강생활지원센터,경기도 광명시보건소,건강생활지원센터,02-2680-5020,"경기도 광명시 시청로 102 (철산동), 4~5층",,광명시,requires_planning_review_existing_public_health_facility
경기도,광주시,오포건강생활지원센터,경기도 광주시보건소,건강생활지원센터,031-760-2456,경기도 광주시 오포로 884-1 (고산동),,광주시,requires_planning_review_existing_public_health_facility
경기도,구리시,갈매건강생활지원센터,경기도 구리시보건소,건강생활지원센터,031-550-2561,"경기도 구리시 갈매중앙로80, 3층",,구리시,requires_planning_review_existing_public_health_facility
경기도,군포시,송정건강생활지원센터,경기도 군포시 보건소,건강생활지원센터,031-389-4942,경기도 군포시 송부로 93,,군포시,requires_planning_review_existing_public_health_facility
경기도,남양주시,다산건강생활지원센터,경기도 남양주시 남양주보건소,건강생활지원센터,031-590-8582,"경기도 남양주시 다산중앙로 7, 다산행정복지센터 2층",,남양주시,requires_planning_review_existing_public_health_facility
경기도,남양주시,별내건강생활지원센터,경기도 남양주시 남양주풍양보건소,건강생활지원센터,031-590-8190,"경기도 남양주시 별내3로 64-21, 별내행정복지센터 2층 (별내동)",,남양주시,requires_planning_review_existing_public_health_facility
경기도,남양주시,오남건강생활지원센터,경기도 남양주시 남양주풍양보건소,건강생활지원센터,031-590-8501,"경기도 남양주시 오남읍 진건오남로 806-34, 오남읍사무소 2층",,남양주시,requires_planning_review_existing_public_health_facility
경기도,남양주시,와부건강생활지원센터,경기도 남양주시 남양주보건소,건강생활지원센터,031-590-2751,경기도 남양주시 와부읍 월문천로 35,,남양주시,requires_planning_review_existing_public_health_facility
경기도,남양주시,호평건강생활지원센터,경기도 남양주시 남양주보건소,건강생활지원센터,031-590-8089,경기도 남양주시 호평로68번길 21,,남양주시,requires_planning_review_existing_public_health_facility
경기도,시흥시,배곧건강생활지원센터,경기도 시흥시보건소,건강생활지원센터,031-310-5896,"경기도 시흥시 배곧4로 94-41, 1층",,시흥시,requires_planning_review_existing_public_health_facility
경기도,시흥시,은계건강생활지원센터,경기도 시흥시보건소,건강생활지원센터,031-310-2722,"경기도 시흥시 수인로3247번길 33, 3층",,시흥시,requires_planning_review_existing_public_health_facility
경기도,안산시,반월건강생활지원센터,경기도 안산시 상록수보건소,건강생활지원센터,031-481-3792,경기도 안산시 상록구 건건로 119-4,,안산시,requires_planning_review_existing_public_health_facility
경기도,안산시,안산서부건강생활지원센터,경기도 안산시 단원보건소,건강생활지원센터,031-481-6465,경기도 안산시 단원구 신길중앙로 15,,안산시,requires_planning_review_existing_public_health_facility
경기도,안성시,공도건강생활지원센터,경기도 안성시보건소,건강생활지원센터,031-678-6801,경기도 안성시 공도읍 공도로 51-11,,안성시,requires_planning_review_existing_public_health_facility
경기도,양주시,동부(양주시)건강생활지원센터,경기도 양주시보건소,건강생활지원센터,031-8082-4365,경기도 양주시 화합로 1426번길 90,,양주시,requires_planning_review_existing_public_health_facility
경기도,양주시,서부(양주시)건강생활지원센터,경기도 양주시보건소,건강생활지원센터,031-8082-4379,경기도 양주시 광적면 부흥로 618번길 303,,양주시,requires_planning_review_existing_public_health_facility
경기도,양평군,용문건강생활지원센터,경기도 양평군보건소,건강생활지원센터,031-770-3778,경기도 양평군 용문면 용문로 393,,양평군,requires_planning_review_existing_public_health_facility
경기도,여주시,가남건강생활지원센터,경기도 여주시보건소,건강생활지원센터,031-887-3457,경기도 여주시 가남읍 태평중앙1길 20,,여주시,requires_planning_review_existing_public_health_facility
경기도,오산시,오산시 건강생활지원센터,경기도 오산시보건소,건강생활지원센터,031-8036-6580,"경기도 오산시 문헌공로 45, 1층",,오산시,requires_planning_review_existing_public_health_facility
경기도,이천시,남부(이천시)건강생활지원센터,경기도 이천시보건소,건강생활지원센터,031-6190-7281,경기도 이천시 장호원읍 서동대로8809번길 30-15,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,마장건강생활지원센터,경기도 이천시보건소,건강생활지원센터,031-6190-7245,경기도 이천시 마장면 중앙로 81,,이천시,requires_planning_review_existing_public_health_facility
경기도,평택시,포승건강생활지원센터,경기도 평택시보건소,건강생활지원센터,031-8024-8625,경기도 평택시 포승읍 여술로 47,,평택시,requires_planning_review_existing_public_health_facility
경기도,포천시,소흘건강생활지원센터,경기도 포천시보건소,건강생활지원센터,031-538-3790,경기도 포천시 소흘읍 호국로 567,,포천시,requires_planning_review_existing_public_health_facility
경기도,하남시,감일건강생활지원센터,경기도 하남시보건소,건강생활지원센터,031-790-6803,"경기도 하남시 감일순환로 181 (감이동), 2층",,하남시,requires_planning_review_existing_public_health_facility
경기도,평택시,팽성원정진료소,평택시평택보건소,보건진료소,031-8024-4370,"경기도 평택시 팽성읍 팽성북로 29, 보건소 (원정리보건진료소) 팽성원정보건진료소",,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,덕목보건진료소,평택시평택보건소,보건진료소,031-8024-4380,경기도 평택시 현덕면 현덕로 387 (덕목리보건진료소) 덕목보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,동천보건진료소,평택시송탄보건소,보건진료소,031-8024-4386,경기도 평택시 진위면 동천2길 14 (동천리보건진료소) .,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,두정보건진료소,평택시평택보건소,보건진료소,031-8024-4372,경기도 평택시 팽성읍 두정길 53 (두정리보건진료소) 두정리보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,신영보건진료소,평택시평택보건소,보건진료소,031-8024-4376,경기도 평택시 포승읍 중간촌길 18-4 (포승읍신영리보건진료소) 신영리보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,어연보건진료소,평택시평택보건소,보건진료소,031-8024-4378,경기도 평택시 청북읍 청원로 427 (어연리보건소) 어연보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,은산보건진료소,평택시송탄보건소,보건진료소,031-8024-4384,경기도 평택시 진위면 은산3길 26 은산보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,장수보건진료소,평택시평택보건소,보건진료소,031-8024-4382,경기도 평택시 현덕면 장수안길 35 (장수리보건진료소) 장수보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,금각보건진료소,평택시송탄보건소,보건진료소,031-8024-4388,경기도 평택시 서탄면 금각1길 6-5 (금각리보건진료소) .,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,문곡보건진료소,평택시송탄보건소,보건진료소,031-8024-4390,경기도 평택시 고덕면 문곡길 5 (문곡리보건진료소) 문곡보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,평택시,원정보건진료소,평택시평택보건소,보건진료소,031-8024-4374,경기도 평택시 포승읍 포승원정길 23 (포승읍원정리보건진료소) 포승원정보건진료소,,평택시,requires_planning_review_existing_public_health_facility
경기도,안산시 단원구,남동보건진료소,안산시단원보건소,보건진료소,031-481-2558,"경기도 안산시 단원구 비룰길 7 (대부남동, 남동보건진료소) 대부남동보건진료소",,안산시,requires_planning_review_existing_public_health_facility
경기도,안산시 단원구,풍도보건진료소,안산시단원보건소,보건진료소,032-858-9290,"경기도 안산시 단원구 풍도2길 4 (풍도동), 보건소동 풍도보건진료소",,안산시,requires_planning_review_existing_public_health_facility
경기도,남양주시,시우보건진료소,남양주보건소,보건진료소,031-590-4694,경기도 남양주시 수동면 비룡로 729 (수동면사무소) 1층,,남양주시,requires_planning_review_existing_public_health_facility
경기도,시흥시,과림보건진료소,시흥시보건소,보건진료소,031-310-5884,"경기도 시흥시 금오로 474 (과림동, 과림보건진료소) 과림행복건강센터",,시흥시,requires_planning_review_existing_public_health_facility
경기도,용인시 처인구,대대보건진료소,처인구보건소,보건진료소,031-6193-0115,경기도 용인시 처인구 양지면 한터로571번길 25 (대대보건진료소) 대대보건지소,,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 처인구,백봉보건진료소,처인구보건소,보건진료소,031-6193-0118,경기도 용인시 처인구 백암면 죽양대로797번길 10 백봉보건진료소,,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 처인구,아곡보건진료소,처인구보건소,보건진료소,031-6193-0113,경기도 용인시 처인구 남사읍 남산로6번길 8 (아곡1리노인회관) (아곡보건진료소),,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 처인구,가창보건진료소,처인구보건소,보건진료소,031-6193-0117,경기도 용인시 처인구 백암면 가창로24번길 25 (가창보건진료소) (가창보건진료소),,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 처인구,죽능보건진료소,처인구보건소,보건진료소,031-6193-0114,경기도 용인시 처인구 원삼면 어현로 9 (죽능보건진료소),,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 처인구,원암보건진료소,처인구보건소,보건진료소,031-6193-0112,경기도 용인시 처인구 남사읍 천덕산로421번길 8-1 (원암보건진료소) (원암보건진료소),,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 처인구,장평보건진료소,처인구보건소,보건진료소,031-6193-0116,경기도 용인시 처인구 백암면 삼백로 599-3 (장평보건진료소) (장평보건진료소),,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 기흥구,고매보건진료소,기흥구보건소,보건진료소,031-6193-0277,경기도 용인시 기흥구 동탄기흥로 713-1 (고매동) 고매보건진료소,,용인시,requires_planning_review_existing_public_health_facility
경기도,용인시 기흥구,기흥읍공세리보건진료소,기흥구보건소,보건진료소,031-286-8377,"경기도 용인시 기흥구 공세로90번길 64 (공세동, 공세보건진료소) .",,용인시,requires_planning_review_existing_public_health_facility
경기도,파주시,문지보건진료소,파주보건소,보건진료소,031-942-8875,경기도 파주시 탄현면 방촌로955번길 131 (문지보건진료소) 문지보건진료소,,파주시,requires_planning_review_existing_public_health_facility
경기도,파주시,백연보건진료소,파주보건소,보건진료소,031-940-8259,경기도 파주시 군내면 통일촌길 231 백연보건진료소,,파주시,requires_planning_review_existing_public_health_facility
경기도,파주시,야당보건진료소,파주보건소,보건진료소,031-942-6457,"경기도 파주시 운정로 18 (상지석동, 야당보건진료소) 야당보건진료소",,파주시,requires_planning_review_existing_public_health_facility
경기도,파주시,영장보건진료소,파주보건소,보건진료소,031-948-1146,경기도 파주시 광탄면 기산로 9 (영장보건진료소) 영장보건진료소,,파주시,requires_planning_review_existing_public_health_facility
경기도,파주시,웅담보건진료소,파주보건소,보건진료소,031-958-2364,경기도 파주시 법원읍 곰시길 171 (웅담보건진료소) 웅담보건진료소,,파주시,requires_planning_review_existing_public_health_facility
경기도,파주시,어유지보건진료소,파주보건소,보건진료소,031-958-4979,경기도 파주시 적성면 어삼로 34 (적성보건진료소) 적성보건진료소,,파주시,requires_planning_review_existing_public_health_facility
경기도,파주시,두마보건진료소,파주보건소,보건진료소,031-952-8354,경기도 파주시 파평면 파평산로363번길 34 두마보건진료소,,파주시,requires_planning_review_existing_public_health_facility
경기도,이천시,고백보건진료소,이천시보건소,보건진료소,031-636-7934,경기도 이천시 부발읍 중부대로1997번길 112 고백보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,군량보건진료소,이천시보건소,보건진료소,031-632-3694,경기도 이천시 대월면 대월로436번길 114 군량보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,단월보건진료소,이천시보건소,보건진료소,031-633-6880,"경기도 이천시 단월로38번길 3 (단월동, 단월보건진료소) 단월보건진료소",,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,도암보건진료소,이천시보건소,보건진료소,031-632-7873,경기도 이천시 신둔면 원적로 425 (도암보건진료소) 도암보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,마교보건진료소,이천시보건소,보건진료소,031-638-7025,경기도 이천시 신둔면 황무로347번길 7 (마교보건진료소) 마교보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,매곡보건진료소,이천시보건소,보건진료소,031-638-9597,경기도 이천시 호법면 이섭대천로100번길 40 (매곡보건진료소) 매곡보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,상봉보건진료소,이천시보건소,보건진료소,031-643-6898,경기도 이천시 설성면 설가로301번길 43-17 (상봉보건진료소) 상봉보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,어농보건진료소,이천시보건소,보건진료소,031-636-8279,경기도 이천시 모가면 사실로 716 (어농보건진료소) 어농보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,우곡보건진료소,이천시보건소,보건진료소,031-632-4637,경기도 이천시 백사면 청백리로 380 (우곡보건진료소) 우곡보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,월포보건진료소,이천시보건소,보건진료소,031-643-8314,경기도 이천시 율면 임오산로362번길 70 (월포보건진료소) 월포보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,유산보건진료소,이천시보건소,보건진료소,031-636-8898,경기도 이천시 호법면 이섭대천로793번길 23 (유산보건진료소) 유산보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,가산보건진료소,이천시보건소,보건진료소,031-636-7300,경기도 이천시 부발읍 황무로2065번길 96 (가산보건진료소) 가산보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,표교보건진료소,이천시보건소,보건진료소,031-636-9975,"경기도 이천시 마장면 중부대로638번길 15, 표교보건진료소 (표교보건진료소) 표교보건진료소",,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,장북보건진료소,이천시보건소,보건진료소,031-641-0289,경기도 이천시 장호원읍 나래천로509번길 129-4 (장북보건진료소) 장북보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,이천시,장천보건진료소,이천시보건소,보건진료소,031-641-6530,경기도 이천시 설성면 설성로181번길 9 (장천보건진료소) 장천보건진료소,,이천시,requires_planning_review_existing_public_health_facility
경기도,안성시,개정보건진료소,안성시보건소,보건진료소,031-673-7988,경기도 안성시 미양면 개정길 1 개정보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,건천보건진료소,안성시보건소,보건진료소,031-656-0934,경기도 안성시 공도읍 진건중길 206-9 건천보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,금산보건진료소,안성시보건소,보건진료소,031-672-5767,경기도 안성시 일죽면 산전길 24-9 (금산보건진료소) 금산보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,노곡보건진료소,안성시보건소,보건진료소,031-673-5860,경기도 안성시 양성면 미리내성지로 14 노곡보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,당목보건진료소,안성시보건소,보건진료소,031-672-7843,경기도 안성시 죽산면 당진길 5-13 당목보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,동평보건진료소,안성시보건소,보건진료소,031-672-3730,경기도 안성시 보개면 보개원삼로 1031-11 동평보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,명목보건진료소,안성시보건소,보건진료소,031-673-5019,경기도 안성시 양성면 속말길 10 명목보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,방초보건진료소,안성시보건소,보건진료소,031-672-4635,경기도 안성시 일죽면 사실로 78-10 방초보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,복평보건진료소,안성시보건소,보건진료소,031-676-5004,경기도 안성시 보개면 복평길 58 (복평보건진료소) 복평보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,산평보건진료소,안성시보건소,보건진료소,031-672-9462,경기도 안성시 서운면 평리길 44 산평보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,송정보건진료소,안성시보건소,보건진료소,031-672-9387,경기도 안성시 서운면 안성맞춤대로 133-6 송정보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,쌍지보건진료소,안성시보건소,보건진료소,031-672-6516,경기도 안성시 고삼면 쌍지길 4 쌍지보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,개산보건진료소,안성시보건소,보건진료소,031-672-3291,경기도 안성시 금광면 금광오산로 16-1 개산보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,율곡보건진료소,안성시보건소,보건진료소,031-672-4482,경기도 안성시 삼죽면 품곡길 32 (율곡보건지료소) 율곡보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,안성시,현곡보건진료소,안성시보건소,보건진료소,031-672--8900,경기도 안성시 금광면 진안로 568-6 현곡보건진료소,,안성시,requires_planning_review_existing_public_health_facility
경기도,김포시,개곡리보건진료소,김포시보건소,보건진료소,031-5186-4242,경기도 김포시 월곶면 애기봉로 445 (개곡초등학교) 단독건물,,김포시,requires_planning_review_existing_public_health_facility
경기도,김포시,마조보건진료소,김포시보건소,보건진료소,031-5186-4243,경기도 김포시 하성면 후평로 3 (마조리보건진료소) 단독건물,,김포시,requires_planning_review_existing_public_health_facility
경기도,김포시,대벽보건진료소,김포시보건소,보건진료소,031-5186-4239,경기도 김포시 대곶면 수남로22번길 7 (보건진료소) 단독건물,,김포시,requires_planning_review_existing_public_health_facility
경기도,김포시,석탄보건진료소,김포시보건소,보건진료소,031-5186-4244,경기도 김포시 하성면 석평로166번길 10 (석탄보건진료소) 단독건물,,김포시,requires_planning_review_existing_public_health_facility
경기도,김포시,성동보건진료소,김포시보건소,보건진료소,031-5186-4241,경기도 김포시 월곶면 용강로 112-51 단독건물,,김포시,requires_planning_review_existing_public_health_facility
경기도,김포시,송마보건진료소,김포시보건소,보건진료소,031-5186-4240,경기도 김포시 양촌읍 김포대로1644번길 55-1 단독건물,,김포시,requires_planning_review_existing_public_health_facility
경기도,김포시,학운보건진료소,김포시보건소,보건진료소,031-5186-4238,경기도 김포시 양촌읍 첫섬로 11 단독건물,,김포시,requires_planning_review_existing_public_health_facility
경기도,화성시,기천보건진료소,화성시서부보건소,보건진료소,031-5189-7087,경기도 화성시 팔탄면 아랫사내길 66-8 기천보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,매향보건진료소,화성시서부보건소,보건진료소,031-5189-7080,경기도 화성시 우정읍 기아자동차로 221-6 (매향보건진료소) 매향보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,문학보건진료소,화성시동부보건소,보건진료소,031-5189-7089,경기도 화성시 효행구 정남면 문학로 84 (문학리 보건진료소) 문학보건지소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,사창보건진료소,화성시서부보건소,보건진료소,031-5189-7088,경기도 화성시 양감면 사창길 18-18 사창보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,서근보건진료소,화성시서부보건소,보건진료소,031-5189-7086,경기도 화성시 팔탄면 대평안길 6 (서근보건진료소) 서근보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,신천보건진료소,화성시서부보건소,보건진료소,031-5189-7083,경기도 화성시 송산면 신천길 85 (신천리 보건소) 신천보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,유포보건진료소,화성시서부보건소,보건진료소,031-5189-7081,경기도 화성시 비봉면 남이로 241-3 (유포보건진료소) 유포보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,자안보건진료소,화성시서부보건소,보건진료소,031-5189-7082,경기도 화성시 비봉면 푸른들판로1125번길 45 자안보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,궁평보건진료소,화성시서부보건소,보건진료소,031-5189-7084,경기도 화성시 서신면 궁평항로 1419 (궁평보건지소) 궁평보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,제부보건진료소,화성시서부보건소,보건진료소,031-5189-7085,경기도 화성시 서신면 해안길 156-2 (제부리보건진료소) 제부보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,화성시,정림보건진료소,화성시동부보건소,보건진료소,031-5189-7090,경기도 화성시 효행구 정남면 정남동로 355 (정림보건소) 정림보건진료소,,화성시,requires_planning_review_existing_public_health_facility
경기도,광주시,관음리보건진료소,광주시보건소,보건진료소,031-760-5658,경기도 광주시 퇴촌면 천진암로 653-8 (관음리보건진료소) 관음리보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,검천리보건진료소,광주시보건소,보건진료소,031-760-5660,경기도 광주시 남종면 산수로 2331 (검천리보건진료소) 검천보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,만선보건진료소,광주시보건소,보건진료소,031-760-5654,경기도 광주시 곤지암읍 신만로 499 만선생활문화센터,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,무갑리보건진료소,광주시보건소,보건진료소,031-760-5653,경기도 광주시 초월읍 무갑길140번길 14 (무갑리보건진료소) 무갑리보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,분원리보건진료소,광주시보건소,보건진료소,031-760-5659,경기도 광주시 남종면 산수로 1613-9 (분원리보건진료소) 분원리보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,산성리보건진료소,광주시보건소,보건진료소,031-760-5661,경기도 광주시 남한산성면 남한산성로 732-20 (산성리보건진료소) 산성보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,상림리보건진료소,광주시보건소,보건진료소,031-760-5657,경기도 광주시 도척면 상림마을길 5 (상림리보건진료소) 상림보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,선동리보건진료소,광주시보건소,보건진료소,031-760-5652,경기도 광주시 초월읍 동막골길 7-16 선동리보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,열미리보건진료소,광주시보건소,보건진료소,031-760-5655,경기도 광주시 곤지암읍 광여로 214 (열미리보건진료소) 열미보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,유정리보건진료소,광주시보건소,보건진료소,031-760-5656,경기도 광주시 도척면 도척로 773-7 (유정리보건진료소) 유정리보건진료소,,광주시,requires_planning_review_existing_public_health_facility
경기도,광주시,태전동보건진료소,광주시보건소,보건진료소,031-760-5650,"경기도 광주시 고불로 79 (태전동, 태전동보건진료소) 태전보건진료소",,광주시,requires_planning_review_existing_public_health_facility
경기도,양주시,매곡보건진료소,양주시보건소,보건진료소,031-8082-4850,경기도 양주시 남면 휴암로443번길 29-4 (매곡보건진료소) 매곡보건진료소,,양주시,requires_planning_review_existing_public_health_facility
